Año,Sector IPCC,Categoría IPCC,Sub Categoría IPCC,Fuente IPCC,Sub Fuente IPCC,CO2,CH4,N2O,HFC-23,HFC-410A,HFC-43-10mee,HFC-125,HFC-134,HFC-134a,HFC-404A,HFC-407C,HFC-152a,HFC-227ea,HFC-236fa,HFC-365mfc/227ea,HFC-365mfc,HFC-245fa,PFC-CF4,PFC-C2F6,SF6,CN
1992,1 Energía,1B Emisiones fugitivas provenientes de la fabricación de combustibles,1B2 Petróleo y gas natural,1B2a Petróleo,,"5,230.51","5,989.98",0,,,,,,,,,,,,,,,,,,0
1992,1 Energía,1B Emisiones fugitivas provenientes de la fabricación de combustibles,1B2 Petróleo y gas natural,1B2b Gas natural,,"1,223.73","3,403.61",0,,,,,,,,,,,,,,,,,,0
1992,1 Energía,1B Emisiones fugitivas provenientes de la fabricación de combustibles,1B2 Petróleo y gas natural,1B2ab Quemado,1B2abii Quemado en petróleo y gas,"5,393.30",0,0,,,,,,,,,,,,,,,,,,1.863
1992,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A1 Producción de cemento,,,"11,751.45",0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A2 Producción de cal,,,"2,234.58",0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A3 Producción de vidrio,,,330.31,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A4 Otros usos de carbonatos,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2A Industria de los minerales,2A5 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B1 Producción de amoniaco,,,"4,672.71",0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B2 Producción de ácido nítrico,,,0,0,435.978,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B3 Producción de ácido adípico,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,"2B4 Producción de caprolactama, glioxil y ácido glioxílico",,,0,0,181.167,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B5 Producción de carburo,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B6 Producción de dióxido de titanio,,,95.947,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B7 Producción de ceniza de sosa,,,60.72,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B8 Producción petroquímica y negro de humo,,,"2,340.85",277.783,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B9 Producción fluoroquímica,,,0,0,0,566.392,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2B Industria química,2B10 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2C Industria de los metales,2C1 Producción de hierro y acero,,,"7,622.76",0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2C Industria de los metales,2C2 Producción de ferroaleaciones,,,252.647,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2C Industria de los metales,2C3 Producción de aluminio,,,67.522,0,0,,,,,,,,,,,,,,,223.834,59.725,,0
1992,2 Procesos industriales y uso de productos,2C Industria de los metales,2C4 Producción de magnesio,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2C Industria de los metales,2C5 Producción de plomo,,,88.197,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2C Industria de los metales,2C6 Producción de zinc,,,506.382,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2C Industria de los metales,2C7 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2D Uso de productos no energéticos de combustibles y de solvente,2D1 Uso de lubricantes,,,257.679,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2D Uso de productos no energéticos de combustibles y de solvente,2D2 Uso de la cera de parafina,,,52.012,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2D Uso de productos no energéticos de combustibles y de solvente,2D3 Uso de solventes,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2D Uso de productos no energéticos de combustibles y de solvente,2D4 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2E Industria electrónica,2E1 Circuitos integrados o semiconductores,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2E Industria electrónica,2E2 Pantalla plana tipo TFT,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2E Industria electrónica,2E3 Células fotovoltaicas,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2E Industria electrónica,2E4 Fluido de transferencia térmica,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2E Industria electrónica,2E5 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F1 Refrigeración y aire acondicionado,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F2 Agentes espumantes,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F3 Protección contra incendios,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F4 Aerosoles,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F5 Solventes,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2F Uso de productos sustitutos de las sustancias que agotan la capa de ozono,2F6 Otras aplicaciones,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2G Manufactura y utilización de otros productos,2G1 Equipos eléctricos,,,0,0,0,,,,,,,,,,,,,,,,,39.57,0
1992,2 Procesos industriales y uso de productos,2G Manufactura y utilización de otros productos,2G2 SF6 y PFC de otros usos de productos,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2G Manufactura y utilización de otros productos,2G3 N2O de usos de productos,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2G Manufactura y utilización de otros productos,2G4 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2H Otros,2H1 Industria de la pulpa y el papel,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2H Otros,2H2 Industria de la alimentación y las bebidas,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,2 Procesos industriales y uso de productos,2H Otros,2H3 Otros,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1a Bovino,,0,"46,314.94",0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1b Búfalos,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1c Ovinos,,0,856.592,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1d Caprino,,0,"1,363.07",0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1e Camello,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1f Caballos,,0,"1,414.23",0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1g Mulas y asnos,,0,611.612,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1h Porcinos,,0,262.19,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A1 Fermentación entérica,3A1i Otros  (especificar),,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2a Bovinos,,0,"5,625.87","2,408.37",,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2b Búfalos,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2c Ovinos,,0,26.433,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2d Caprino,,0,42.604,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2e Camello,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2f Caballos,,0,134.659,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2g Mulas y asnos,,0,58.576,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2h Porcinos,,0,"4,073.22",331.944,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2i Aves de corral,,0,85.996,167.567,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3A Ganado,3A2 Gestión del estiércol,3A2g Otros  (especificar),,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B1 Tierra forestales,3B1a Tierras forestales que permanecen como tal,,"-134,150.52",0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B1 Tierra forestales,3B1b Tierras convertidas a tierras forestales,,"-4,278.98",0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B2 Tierra de cultivo,3B2a Tierras de cultivo que permanecen como tal,,"-12,551.08",0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B2 Tierra de cultivo,3B2b Tierras convertidas a tierras de cultivo,,"10,958.49",0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B3 Praderas,3B3a Praderas que permanecen como tal,,"-15,674.44",0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B3 Praderas,3B3b Tierras convertidas en praderas,,"5,602.36",0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B4 Humedales,3B4a Humedales que permanecen como tal,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B4 Humedales,3B4b Tierras convertidas en humedales,,171.63,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B5 Asentamientos ,3B5a Asentamientos que permanecen como tal,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B5 Asentamientos ,3B5b Tierras convertidas en asentamientos,,"1,606.14",0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B6 Otras tierras ,3B6a Otras tierras que permanecen como tal,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3B Tierra,3B6 Otras tierras ,3B6b Tierras convertidas en otras tierras,,50.18,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1a Emisiones de quemado de biomasa en tierras forestales,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1b Emisiones de quemado de biomasa en tierras de cultivo,,0,524.851,159.236,,,,,,,,,,,,,,,,,,3.027
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1c Emisiones de quemado de biomasa en tierras praderas,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C1 Emisiones de GEI por quemado de biomasa,3C1d Emisiones de quemado de biomasa en otras tierras,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C2 Encalado,,,31.699,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C3 Aplicación de urea,,,415.067,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C4 Emisiones directas de los N2O de los suelos gestionados,,,0,0,"22,075.60",,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C5 Emisiones indirectas de los N2O de los suelos gestionados,,,0,0,"5,948.84",,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C6 Emisiones indirectas de los N2O de la gestión del estiércol,,,0,0,551.294,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3C7 Cultivo del arroz,,,0,325.338,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3D1 Productos de madera recolectada,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,"3 Agricultura, silvicultura y otros usos de la tierra",3C Fuentes agregadas y fuentes de emisión no CO2 de la tierra,3D2 Otros (especificar),,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,4 Residuos,4A Eliminación de residuos sólidos,4A1 Sitios gestionados de eliminación de residuos (rellenos sanitarios),,,0,"1,044.63",0,,,,,,,,,,,,,,,,,,0
1992,4 Residuos,4A Eliminación de residuos sólidos,4A2 Sitios no controlados de eliminación de residuos ,,,0,33.304,0,,,,,,,,,,,,,,,,,,0
1992,4 Residuos,4A Eliminación de residuos sólidos,4A3 Tiraderos a cielo abierto para eliminación de residuos,,,0,2.269,0,,,,,,,,,,,,,,,,,,0
1992,4 Residuos,4B Tratamiento biológico de los residuos sólidos,,,,0,0.323,0.229,,,,,,,,,,,,,,,,,,0
1992,4 Residuos,4C Incineración y quema a cielo abierto  de residuos,4C1 Incineración de residuos peligrosos industriales y biológico infeccioso,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,4 Residuos,4C Incineración y quema a cielo abierto  de residuos,4C2 Quema a cielo abierto de residuos sólidos,,,487.039,970.462,211.955,,,,,,,,,,,,,,,,,,1.639
1992,4 Residuos,4D Tratamiento y eliminación de aguas residuales,4D1 Tratamiento y eliminación de aguas residuales municipales,,,0,"4,294.98","1,150.68",,,,,,,,,,,,,,,,,,0
1992,4 Residuos,4D Tratamiento y eliminación de aguas residuales,4D2 Tratamiento y eliminación de aguas residuales industriales,,,0,"6,880.82",0,,,,,,,,,,,,,,,,,,0
1992,4 Residuos,4E Otros,,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,Fines informativos (no se suman a las emisiones nacionales),Bunkers,Aviación internacional,,,"2,069.07",0.399,15.102,,,,,,,,,,,,,,,,,,0
1992,Fines informativos (no se suman a las emisiones nacionales),Bunkers,Marítimo internacional,,,0,0,0,,,,,,,,,,,,,,,,,,0
1992,Fines informativos (no se suman a las emisiones nacionales),Emisiones de CO2 por quema de biomasa,,,,"37,725.69",0,0,,,,,,,,,,,,,,,,,,0
